"Geography" "Age" "Gender" "Hispanic" "Race" "Freq" "TotalCountyPopulation"
"SCOTLAND" "26-40" "Male" "Hispanic" "WhiteAlone" 43 36157
"SCOTLAND" "41-65" "Male" "Hispanic" "WhiteAlone" 37 36157
"SCOTLAND" "66+" "Male" "Hispanic" "WhiteAlone" 11 36157
"SCOTLAND" "18-25" "Female" "Hispanic" "WhiteAlone" 7 36157
"SCOTLAND" "26-40" "Female" "Hispanic" "WhiteAlone" 15 36157
"SCOTLAND" "41-65" "Female" "Hispanic" "WhiteAlone" 20 36157
"SCOTLAND" "66+" "Female" "Hispanic" "WhiteAlone" 12 36157
"SCOTLAND" "18-25" "Male" "NotHispanic" "WhiteAlone" 732 36157
"SCOTLAND" "26-40" "Male" "NotHispanic" "WhiteAlone" 1362 36157
"SCOTLAND" "41-65" "Male" "NotHispanic" "WhiteAlone" 3068 36157
"SCOTLAND" "66+" "Male" "NotHispanic" "WhiteAlone" 1216 36157
"SCOTLAND" "18-25" "Female" "NotHispanic" "WhiteAlone" 833 36157
"SCOTLAND" "26-40" "Female" "NotHispanic" "WhiteAlone" 1373 36157
"SCOTLAND" "41-65" "Female" "NotHispanic" "WhiteAlone" 3199 36157
"SCOTLAND" "66+" "Female" "NotHispanic" "WhiteAlone" 1697 36157
"SCOTLAND" "18-25" "Male" "Hispanic" "BlackAlone" 2 36157
"SCOTLAND" "26-40" "Male" "Hispanic" "BlackAlone" 3 36157
"SCOTLAND" "41-65" "Male" "Hispanic" "BlackAlone" 10 36157
"SCOTLAND" "66+" "Male" "Hispanic" "BlackAlone" 0 36157
"SCOTLAND" "18-25" "Female" "Hispanic" "BlackAlone" 4 36157
"SCOTLAND" "26-40" "Female" "Hispanic" "BlackAlone" 7 36157
"SCOTLAND" "41-65" "Female" "Hispanic" "BlackAlone" 9 36157
"SCOTLAND" "66+" "Female" "Hispanic" "BlackAlone" 0 36157
"SCOTLAND" "18-25" "Male" "NotHispanic" "BlackAlone" 749 36157
"SCOTLAND" "26-40" "Male" "NotHispanic" "BlackAlone" 1283 36157
"SCOTLAND" "41-65" "Male" "NotHispanic" "BlackAlone" 2134 36157
"SCOTLAND" "66+" "Male" "NotHispanic" "BlackAlone" 483 36157
"SCOTLAND" "18-25" "Female" "NotHispanic" "BlackAlone" 749 36157
"SCOTLAND" "26-40" "Female" "NotHispanic" "BlackAlone" 1310 36157
"SCOTLAND" "41-65" "Female" "NotHispanic" "BlackAlone" 2429 36157
"SCOTLAND" "66+" "Female" "NotHispanic" "BlackAlone" 816 36157
"SCOTLAND" "18-25" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 5 36157
"SCOTLAND" "26-40" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 12 36157
"SCOTLAND" "41-65" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 6 36157
"SCOTLAND" "66+" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 36157
"SCOTLAND" "18-25" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 3 36157
"SCOTLAND" "26-40" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 9 36157
"SCOTLAND" "41-65" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 5 36157
"SCOTLAND" "66+" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 36157
"SCOTLAND" "18-25" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 231 36157
"SCOTLAND" "26-40" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 386 36157
"SCOTLAND" "41-65" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 508 36157
"SCOTLAND" "66+" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 92 36157
"SCOTLAND" "18-25" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 237 36157
"SCOTLAND" "26-40" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 429 36157
"SCOTLAND" "41-65" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 569 36157
"SCOTLAND" "66+" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 152 36157
"SCOTLAND" "18-25" "Male" "Hispanic" "AsianAlone" 0 36157
"SCOTLAND" "26-40" "Male" "Hispanic" "AsianAlone" 0 36157
"SCOTLAND" "41-65" "Male" "Hispanic" "AsianAlone" 0 36157
"SCOTLAND" "66+" "Male" "Hispanic" "AsianAlone" 0 36157
"SCOTLAND" "18-25" "Female" "Hispanic" "AsianAlone" 0 36157
"SCOTLAND" "26-40" "Female" "Hispanic" "AsianAlone" 0 36157
"SCOTLAND" "41-65" "Female" "Hispanic" "AsianAlone" 0 36157
"SCOTLAND" "66+" "Female" "Hispanic" "AsianAlone" 0 36157
"SCOTLAND" "18-25" "Male" "NotHispanic" "AsianAlone" 11 36157
"SCOTLAND" "26-40" "Male" "NotHispanic" "AsianAlone" 35 36157
"SCOTLAND" "41-65" "Male" "NotHispanic" "AsianAlone" 35 36157
"SCOTLAND" "66+" "Male" "NotHispanic" "AsianAlone" 3 36157
"SCOTLAND" "18-25" "Female" "NotHispanic" "AsianAlone" 18 36157
"SCOTLAND" "26-40" "Female" "NotHispanic" "AsianAlone" 37 36157
"SCOTLAND" "41-65" "Female" "NotHispanic" "AsianAlone" 42 36157
"SCOTLAND" "66+" "Female" "NotHispanic" "AsianAlone" 6 36157
"SCOTLAND" "18-25" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "26-40" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "41-65" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "66+" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "18-25" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "26-40" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "41-65" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 36157
"SCOTLAND" "66+" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "18-25" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 36157
"SCOTLAND" "26-40" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 2 36157
"SCOTLAND" "41-65" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 3 36157
"SCOTLAND" "66+" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "18-25" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "26-40" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "41-65" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 36157
"SCOTLAND" "66+" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 36157
"SCOTLAND" "18-25" "Male" "Hispanic" "SomeOtherRaceAlone" 28 36157
"SCOTLAND" "26-40" "Male" "Hispanic" "SomeOtherRaceAlone" 52 36157
"SCOTLAND" "41-65" "Male" "Hispanic" "SomeOtherRaceAlone" 42 36157
"SCOTLAND" "66+" "Male" "Hispanic" "SomeOtherRaceAlone" 5 36157
"SCOTLAND" "18-25" "Female" "Hispanic" "SomeOtherRaceAlone" 16 36157
"SCOTLAND" "26-40" "Female" "Hispanic" "SomeOtherRaceAlone" 34 36157
"SCOTLAND" "41-65" "Female" "Hispanic" "SomeOtherRaceAlone" 25 36157
"SCOTLAND" "66+" "Female" "Hispanic" "SomeOtherRaceAlone" 4 36157
"SCOTLAND" "18-25" "Male" "NotHispanic" "SomeOtherRaceAlone" 5 36157
"SCOTLAND" "26-40" "Male" "NotHispanic" "SomeOtherRaceAlone" 5 36157
"SCOTLAND" "41-65" "Male" "NotHispanic" "SomeOtherRaceAlone" 2 36157
"SCOTLAND" "66+" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 36157
"SCOTLAND" "18-25" "Female" "NotHispanic" "SomeOtherRaceAlone" 3 36157
"SCOTLAND" "26-40" "Female" "NotHispanic" "SomeOtherRaceAlone" 3 36157
"SCOTLAND" "41-65" "Female" "NotHispanic" "SomeOtherRaceAlone" 3 36157
"SCOTLAND" "66+" "Female" "NotHispanic" "SomeOtherRaceAlone" 2 36157
"SCOTLAND" "18-25" "Male" "Hispanic" "TwoOrMoreRaces" 4 36157
"SCOTLAND" "26-40" "Male" "Hispanic" "TwoOrMoreRaces" 6 36157
"SCOTLAND" "41-65" "Male" "Hispanic" "TwoOrMoreRaces" 5 36157
"SCOTLAND" "66+" "Male" "Hispanic" "TwoOrMoreRaces" 1 36157
"SCOTLAND" "18-25" "Female" "Hispanic" "TwoOrMoreRaces" 4 36157
"SCOTLAND" "26-40" "Female" "Hispanic" "TwoOrMoreRaces" 5 36157
"SCOTLAND" "41-65" "Female" "Hispanic" "TwoOrMoreRaces" 3 36157
"SCOTLAND" "66+" "Female" "Hispanic" "TwoOrMoreRaces" 2 36157
"SCOTLAND" "18-25" "Male" "NotHispanic" "TwoOrMoreRaces" 32 36157
"SCOTLAND" "26-40" "Male" "NotHispanic" "TwoOrMoreRaces" 52 36157
"SCOTLAND" "41-65" "Male" "NotHispanic" "TwoOrMoreRaces" 50 36157
"SCOTLAND" "66+" "Male" "NotHispanic" "TwoOrMoreRaces" 13 36157
"SCOTLAND" "18-25" "Female" "NotHispanic" "TwoOrMoreRaces" 45 36157
"SCOTLAND" "26-40" "Female" "NotHispanic" "TwoOrMoreRaces" 59 36157
"SCOTLAND" "41-65" "Female" "NotHispanic" "TwoOrMoreRaces" 88 36157
"SCOTLAND" "66+" "Female" "NotHispanic" "TwoOrMoreRaces" 14 36157
"STANLY" "18-25" "Male" "Hispanic" "WhiteAlone" 55 60585
"STANLY" "26-40" "Male" "Hispanic" "WhiteAlone" 120 60585
"STANLY" "41-65" "Male" "Hispanic" "WhiteAlone" 67 60585
"STANLY" "66+" "Male" "Hispanic" "WhiteAlone" 16 60585
"STANLY" "18-25" "Female" "Hispanic" "WhiteAlone" 39 60585
"STANLY" "26-40" "Female" "Hispanic" "WhiteAlone" 82 60585
"STANLY" "41-65" "Female" "Hispanic" "WhiteAlone" 56 60585
"STANLY" "66+" "Female" "Hispanic" "WhiteAlone" 19 60585
"STANLY" "18-25" "Male" "NotHispanic" "WhiteAlone" 2466 60585
"STANLY" "26-40" "Male" "NotHispanic" "WhiteAlone" 4344 60585
"STANLY" "41-65" "Male" "NotHispanic" "WhiteAlone" 9041 60585
"STANLY" "66+" "Male" "NotHispanic" "WhiteAlone" 3471 60585
"STANLY" "18-25" "Female" "NotHispanic" "WhiteAlone" 2275 60585
"STANLY" "26-40" "Female" "NotHispanic" "WhiteAlone" 4247 60585
"STANLY" "41-65" "Female" "NotHispanic" "WhiteAlone" 9037 60585
"STANLY" "66+" "Female" "NotHispanic" "WhiteAlone" 4716 60585
"STANLY" "18-25" "Male" "Hispanic" "BlackAlone" 6 60585
"STANLY" "26-40" "Male" "Hispanic" "BlackAlone" 6 60585
"STANLY" "41-65" "Male" "Hispanic" "BlackAlone" 6 60585
"STANLY" "66+" "Male" "Hispanic" "BlackAlone" 0 60585
"STANLY" "18-25" "Female" "Hispanic" "BlackAlone" 1 60585
"STANLY" "26-40" "Female" "Hispanic" "BlackAlone" 3 60585
"STANLY" "41-65" "Female" "Hispanic" "BlackAlone" 5 60585
"STANLY" "66+" "Female" "Hispanic" "BlackAlone" 1 60585
"STANLY" "18-25" "Male" "NotHispanic" "BlackAlone" 472 60585
"STANLY" "26-40" "Male" "NotHispanic" "BlackAlone" 687 60585
"STANLY" "41-65" "Male" "NotHispanic" "BlackAlone" 1051 60585
"STANLY" "66+" "Male" "NotHispanic" "BlackAlone" 224 60585
"STANLY" "18-25" "Female" "NotHispanic" "BlackAlone" 410 60585
"STANLY" "26-40" "Female" "NotHispanic" "BlackAlone" 588 60585
"STANLY" "41-65" "Female" "NotHispanic" "BlackAlone" 1103 60585
"STANLY" "66+" "Female" "NotHispanic" "BlackAlone" 356 60585
"STANLY" "18-25" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 4 60585
"STANLY" "26-40" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 4 60585
"STANLY" "41-65" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 3 60585
"STANLY" "66+" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 60585
"STANLY" "18-25" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 2 60585
"STANLY" "26-40" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 2 60585
"STANLY" "41-65" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 60585
"STANLY" "66+" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 60585
"STANLY" "18-25" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 9 60585
"STANLY" "26-40" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 16 60585
"STANLY" "41-65" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 49 60585
"STANLY" "66+" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 4 60585
"STANLY" "18-25" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 12 60585
"STANLY" "26-40" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 22 60585
"STANLY" "41-65" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 24 60585
"STANLY" "66+" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 11 60585
"STANLY" "18-25" "Male" "Hispanic" "AsianAlone" 2 60585
"STANLY" "26-40" "Male" "Hispanic" "AsianAlone" 2 60585
"STANLY" "41-65" "Male" "Hispanic" "AsianAlone" 1 60585
"STANLY" "66+" "Male" "Hispanic" "AsianAlone" 0 60585
"STANLY" "18-25" "Female" "Hispanic" "AsianAlone" 2 60585
"STANLY" "26-40" "Female" "Hispanic" "AsianAlone" 1 60585
"STANLY" "41-65" "Female" "Hispanic" "AsianAlone" 0 60585
"STANLY" "66+" "Female" "Hispanic" "AsianAlone" 1 60585
"STANLY" "18-25" "Male" "NotHispanic" "AsianAlone" 129 60585
"STANLY" "26-40" "Male" "NotHispanic" "AsianAlone" 106 60585
"STANLY" "41-65" "Male" "NotHispanic" "AsianAlone" 112 60585
"STANLY" "66+" "Male" "NotHispanic" "AsianAlone" 14 60585
"STANLY" "18-25" "Female" "NotHispanic" "AsianAlone" 85 60585
"STANLY" "26-40" "Female" "NotHispanic" "AsianAlone" 103 60585
"STANLY" "41-65" "Female" "NotHispanic" "AsianAlone" 121 60585
"STANLY" "66+" "Female" "NotHispanic" "AsianAlone" 14 60585
"STANLY" "18-25" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 3 60585
"STANLY" "26-40" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 6 60585
"STANLY" "41-65" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 2 60585
"STANLY" "66+" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 60585
"STANLY" "18-25" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 2 60585
"STANLY" "26-40" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 5 60585
"STANLY" "41-65" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 60585
"STANLY" "66+" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 60585
"STANLY" "18-25" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 60585
"STANLY" "26-40" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 60585
"STANLY" "41-65" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 2 60585
"STANLY" "66+" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 60585
"STANLY" "18-25" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 60585
"STANLY" "26-40" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 60585
"STANLY" "41-65" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 60585
"STANLY" "66+" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 60585
"STANLY" "18-25" "Male" "Hispanic" "SomeOtherRaceAlone" 111 60585
"STANLY" "26-40" "Male" "Hispanic" "SomeOtherRaceAlone" 205 60585
"STANLY" "41-65" "Male" "Hispanic" "SomeOtherRaceAlone" 104 60585
"STANLY" "66+" "Male" "Hispanic" "SomeOtherRaceAlone" 11 60585
"STANLY" "18-25" "Female" "Hispanic" "SomeOtherRaceAlone" 67 60585
"STANLY" "26-40" "Female" "Hispanic" "SomeOtherRaceAlone" 142 60585
"STANLY" "41-65" "Female" "Hispanic" "SomeOtherRaceAlone" 64 60585
"STANLY" "66+" "Female" "Hispanic" "SomeOtherRaceAlone" 4 60585
"STANLY" "18-25" "Male" "NotHispanic" "SomeOtherRaceAlone" 4 60585
"STANLY" "26-40" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 60585
"STANLY" "41-65" "Male" "NotHispanic" "SomeOtherRaceAlone" 1 60585
"STANLY" "66+" "Male" "NotHispanic" "SomeOtherRaceAlone" 0 60585
"STANLY" "18-25" "Female" "NotHispanic" "SomeOtherRaceAlone" 5 60585
"STANLY" "26-40" "Female" "NotHispanic" "SomeOtherRaceAlone" 1 60585
"STANLY" "41-65" "Female" "NotHispanic" "SomeOtherRaceAlone" 6 60585
"STANLY" "66+" "Female" "NotHispanic" "SomeOtherRaceAlone" 0 60585
"STANLY" "18-25" "Male" "Hispanic" "TwoOrMoreRaces" 9 60585
"STANLY" "26-40" "Male" "Hispanic" "TwoOrMoreRaces" 6 60585
"STANLY" "41-65" "Male" "Hispanic" "TwoOrMoreRaces" 7 60585
"STANLY" "66+" "Male" "Hispanic" "TwoOrMoreRaces" 0 60585
"STANLY" "18-25" "Female" "Hispanic" "TwoOrMoreRaces" 2 60585
"STANLY" "26-40" "Female" "Hispanic" "TwoOrMoreRaces" 12 60585
"STANLY" "41-65" "Female" "Hispanic" "TwoOrMoreRaces" 1 60585
"STANLY" "66+" "Female" "Hispanic" "TwoOrMoreRaces" 0 60585
"STANLY" "18-25" "Male" "NotHispanic" "TwoOrMoreRaces" 28 60585
"STANLY" "26-40" "Male" "NotHispanic" "TwoOrMoreRaces" 34 60585
"STANLY" "41-65" "Male" "NotHispanic" "TwoOrMoreRaces" 35 60585
"STANLY" "66+" "Male" "NotHispanic" "TwoOrMoreRaces" 9 60585
"STANLY" "18-25" "Female" "NotHispanic" "TwoOrMoreRaces" 48 60585
"STANLY" "26-40" "Female" "NotHispanic" "TwoOrMoreRaces" 28 60585
"STANLY" "41-65" "Female" "NotHispanic" "TwoOrMoreRaces" 48 60585
"STANLY" "66+" "Female" "NotHispanic" "TwoOrMoreRaces" 9 60585
"STOKES" "18-25" "Male" "Hispanic" "WhiteAlone" 36 47401
"STOKES" "26-40" "Male" "Hispanic" "WhiteAlone" 63 47401
"STOKES" "41-65" "Male" "Hispanic" "WhiteAlone" 69 47401
"STOKES" "66+" "Male" "Hispanic" "WhiteAlone" 16 47401
"STOKES" "18-25" "Female" "Hispanic" "WhiteAlone" 24 47401
"STOKES" "26-40" "Female" "Hispanic" "WhiteAlone" 59 47401
"STOKES" "41-65" "Female" "Hispanic" "WhiteAlone" 71 47401
"STOKES" "66+" "Female" "Hispanic" "WhiteAlone" 17 47401
"STOKES" "18-25" "Male" "NotHispanic" "WhiteAlone" 1755 47401
"STOKES" "26-40" "Male" "NotHispanic" "WhiteAlone" 3611 47401
"STOKES" "41-65" "Male" "NotHispanic" "WhiteAlone" 8212 47401
"STOKES" "66+" "Male" "NotHispanic" "WhiteAlone" 2790 47401
"STOKES" "18-25" "Female" "NotHispanic" "WhiteAlone" 1710 47401
"STOKES" "26-40" "Female" "NotHispanic" "WhiteAlone" 3798 47401
"STOKES" "41-65" "Female" "NotHispanic" "WhiteAlone" 8419 47401
"STOKES" "66+" "Female" "NotHispanic" "WhiteAlone" 3830 47401
"STOKES" "18-25" "Male" "Hispanic" "BlackAlone" 0 47401
"STOKES" "26-40" "Male" "Hispanic" "BlackAlone" 2 47401
"STOKES" "41-65" "Male" "Hispanic" "BlackAlone" 0 47401
"STOKES" "66+" "Male" "Hispanic" "BlackAlone" 0 47401
"STOKES" "18-25" "Female" "Hispanic" "BlackAlone" 0 47401
"STOKES" "26-40" "Female" "Hispanic" "BlackAlone" 3 47401
"STOKES" "41-65" "Female" "Hispanic" "BlackAlone" 0 47401
"STOKES" "66+" "Female" "Hispanic" "BlackAlone" 1 47401
"STOKES" "18-25" "Male" "NotHispanic" "BlackAlone" 96 47401
"STOKES" "26-40" "Male" "NotHispanic" "BlackAlone" 159 47401
"STOKES" "41-65" "Male" "NotHispanic" "BlackAlone" 384 47401
"STOKES" "66+" "Male" "NotHispanic" "BlackAlone" 128 47401
"STOKES" "18-25" "Female" "NotHispanic" "BlackAlone" 71 47401
"STOKES" "26-40" "Female" "NotHispanic" "BlackAlone" 130 47401
"STOKES" "41-65" "Female" "NotHispanic" "BlackAlone" 393 47401
"STOKES" "66+" "Female" "NotHispanic" "BlackAlone" 184 47401
"STOKES" "18-25" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 47401
"STOKES" "26-40" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 4 47401
"STOKES" "41-65" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 2 47401
"STOKES" "66+" "Male" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 47401
"STOKES" "18-25" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 47401
"STOKES" "26-40" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 3 47401
"STOKES" "41-65" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 1 47401
"STOKES" "66+" "Female" "Hispanic" "AmericanIndianOrAlaskaNativeAlone" 0 47401
"STOKES" "18-25" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 4 47401
"STOKES" "26-40" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 10 47401
"STOKES" "41-65" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 31 47401
"STOKES" "66+" "Male" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 8 47401
"STOKES" "18-25" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 5 47401
"STOKES" "26-40" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 14 47401
"STOKES" "41-65" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 26 47401
"STOKES" "66+" "Female" "NotHispanic" "AmericanIndianOrAlaskaNativeAlone" 5 47401
"STOKES" "18-25" "Male" "Hispanic" "AsianAlone" 0 47401
"STOKES" "26-40" "Male" "Hispanic" "AsianAlone" 0 47401
"STOKES" "41-65" "Male" "Hispanic" "AsianAlone" 0 47401
"STOKES" "66+" "Male" "Hispanic" "AsianAlone" 0 47401
"STOKES" "18-25" "Female" "Hispanic" "AsianAlone" 0 47401
"STOKES" "26-40" "Female" "Hispanic" "AsianAlone" 0 47401
"STOKES" "41-65" "Female" "Hispanic" "AsianAlone" 0 47401
"STOKES" "66+" "Female" "Hispanic" "AsianAlone" 0 47401
"STOKES" "18-25" "Male" "NotHispanic" "AsianAlone" 8 47401
"STOKES" "26-40" "Male" "NotHispanic" "AsianAlone" 3 47401
"STOKES" "41-65" "Male" "NotHispanic" "AsianAlone" 13 47401
"STOKES" "66+" "Male" "NotHispanic" "AsianAlone" 1 47401
"STOKES" "18-25" "Female" "NotHispanic" "AsianAlone" 2 47401
"STOKES" "26-40" "Female" "NotHispanic" "AsianAlone" 25 47401
"STOKES" "41-65" "Female" "NotHispanic" "AsianAlone" 37 47401
"STOKES" "66+" "Female" "NotHispanic" "AsianAlone" 4 47401
"STOKES" "18-25" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "26-40" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "41-65" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "66+" "Male" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "18-25" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "26-40" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "41-65" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "66+" "Female" "Hispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "18-25" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "26-40" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "41-65" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "66+" "Male" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "18-25" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "26-40" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 47401
"STOKES" "41-65" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 1 47401
"STOKES" "66+" "Female" "NotHispanic" "NativeHawaiianOrOtherPacificIslanderAlone" 0 47401
"STOKES" "18-25" "Male" "Hispanic" "SomeOtherRaceAlone" 37 47401
"STOKES" "26-40" "Male" "Hispanic" "SomeOtherRaceAlone" 95 47401
"STOKES" "41-65" "Male" "Hispanic" "SomeOtherRaceAlone" 70 47401
"STOKES" "66+" "Male" "Hispanic" "SomeOtherRaceAlone" 1 47401
"STOKES" "18-25" "Female" "Hispanic" "SomeOtherRaceAlone" 30 47401
"STOKES" "26-40" "Female" "Hispanic" "SomeOtherRaceAlone" 62 47401
"STOKES" "41-65" "Female" "Hispanic" "SomeOtherRaceAlone" 37 47401
"STOKES" "66+" "Female" "Hispanic" "SomeOtherRaceAlone" 1 47401
"STOKES" "18-25" "Male" "NotHispanic" "SomeOtherRaceAlone" 1 47401
"STOKES" "26-40" "Male" "NotHispanic" "SomeOtherRaceAlone" 3 47401
"STOKES" "41-65" "Male" "NotHispanic" "SomeOtherRaceAlone" 6 47401
"STOKES" "66+" "Male" "NotHispanic" "SomeOtherRaceAlone" 1 47401
"STOKES" "18-25" "Female" "NotHispanic" "SomeOtherRaceAlone" 3 47401
"STOKES" "26-40" "Female" "NotHispanic" "SomeOtherRaceAlone" 4 47401
"STOKES" "41-65" "Female" "NotHispanic" "SomeOtherRaceAlone" 2 47401
"STOKES" "66+" "Female" "NotHispanic" "SomeOtherRaceAlone" 1 47401
"STOKES" "18-25" "Male" "Hispanic" "TwoOrMoreRaces" 4 47401
